Index,Sentence,Options,CorrectIndex,Label
12848,"It was a fantastic vacation, but all good things come to an end.","314,127,278,95",95,D
12849,"It was a fantastic vacation, but all good things come to an end.","334,124,97,145",97,C
12850,"It was a fantastic vacation, but all good things come to an end.","202,282,98,271",98,C
12851,"It was a fantastic vacation, but all good things come to an end.","276,31,338,99",99,D
12852,"It was a fantastic vacation, but all good things come to an end.","326,100,198,324",100,B
12853,"It was a fantastic vacation, but all good things come to an end.","241,101,244,333",101,B
12854,"It was a fantastic vacation, but all good things come to an end.","96,102,231,241",102,B
12855,"It was a fantastic vacation, but all good things come to an end.","93,204,129,103",103,D
12856,"It was a fantastic vacation, but all good things come to an end.","327,85,238,104",104,D
12857,"It was a fantastic vacation, but all good things come to an end.","169,131,45,105",105,D
12858,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","116,157,96,90",96,C
12859,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","94,125,46,296",94,A
12860,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","96,65,245,97",97,D
12861,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","194,135,98,166",98,C
12862,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","99,152,246,44",99,A
12863,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","48,136,79,100",100,D
12864,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","290,209,251,101",101,D
12865,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","182,7,102,210",102,C
12866,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","313,103,230,113",103,B
12867,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","89,104,269,293",104,B
12868,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","135,105,176,152",105,B
12869,"I have had a great time in college, but tomorrow I will be graduating.","96,241,284,4",96,A
12870,"I have had a great time in college, but tomorrow I will be graduating.","2,94,11,272",94,B
12871,"I have had a great time in college, but tomorrow I will be graduating.","213,314,95,265",95,C
12872,"I have had a great time in college, but tomorrow I will be graduating.","183,140,141,98",98,D
12873,"I have had a great time in college, but tomorrow I will be graduating.","61,172,99,285",99,C
12874,"I have had a great time in college, but tomorrow I will be graduating.","142,339,253,100",100,D
12875,"I have had a great time in college, but tomorrow I will be graduating.","227,139,326,101",101,D
12876,"I have had a great time in college, but tomorrow I will be graduating.","249,102,132,313",102,B
12877,"I have had a great time in college, but tomorrow I will be graduating.","283,224,318,103",103,D
12878,"I have had a great time in college, but tomorrow I will be graduating.","216,104,265,60",104,B
12879,"I have had a great time in college, but tomorrow I will be graduating.","0,290,105,54",105,C
12880,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"44,96,180,93",96,B
12881,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"94,180,27,88",94,A
12882,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"95,234,5,1",95,A
12883,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"97,263,53,188",97,A
12884,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"252,246,99,182",99,C
12885,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"100,197,53,76",100,A
12886,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"101,319,270,19",101,A
12887,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"257,102,37,275",102,B
12888,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"270,189,292,103",103,D
12889,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"203,29,148,104",104,D
12890,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"105,245,29,232",105,A
12891,"But before he knew it, he had already finished the delicious meal.","96,29,266,291",96,A
12892,"But before he knew it, he had already finished the delicious meal.","283,94,308,133",94,B
12893,"But before he knew it, he had already finished the delicious meal.","95,319,151,204",95,A
12894,"But before he knew it, he had already finished the delicious meal.","12,149,97,266",97,C
12895,"But before he knew it, he had already finished the delicious meal.","98,191,170,114",98,A
12896,"But before he knew it, he had already finished the delicious meal.","100,318,160,337",100,A
12897,"But before he knew it, he had already finished the delicious meal.","310,101,205,278",101,B
12898,"But before he knew it, he had already finished the delicious meal.","102,177,312,78",102,A
12899,"But before he knew it, he had already finished the delicious meal.","103,59,11,303",103,A
12900,"But before he knew it, he had already finished the delicious meal.","33,304,104,185",104,C
12901,"But before he knew it, he had already finished the delicious meal.","289,113,105,122",105,C
12902,"Your 20s are the best time of your life, enjoy it while it lasts.","10,23,96,278",96,C
12903,"Your 20s are the best time of your life, enjoy it while it lasts.","187,94,47,283",94,B
12904,"Your 20s are the best time of your life, enjoy it while it lasts.","56,125,215,95",95,D
12905,"Your 20s are the best time of your life, enjoy it while it lasts.","4,250,283,97",97,D
12906,"Your 20s are the best time of your life, enjoy it while it lasts.","247,206,324,98",98,D
12907,"Your 20s are the best time of your life, enjoy it while it lasts.","59,99,83,318",99,B
12908,"Your 20s are the best time of your life, enjoy it while it lasts.","236,318,208,101",101,D
12909,"Your 20s are the best time of your life, enjoy it while it lasts.","257,102,85,205",102,B
12910,"Your 20s are the best time of your life, enjoy it while it lasts.","256,103,162,219",103,B
12911,"Your 20s are the best time of your life, enjoy it while it lasts.","104,281,4,187",104,A
12912,"Your 20s are the best time of your life, enjoy it while it lasts.","105,305,40,195",105,A
12913,"You wouldn't have these options once you move across the country, so work hard while you are here.","89,96,66,250",96,B
12914,"You wouldn't have these options once you move across the country, so work hard while you are here.","94,262,275,289",94,A
12915,"You wouldn't have these options once you move across the country, so work hard while you are here.","158,207,95,263",95,C
12916,"You wouldn't have these options once you move across the country, so work hard while you are here.","272,97,45,136",97,B
12917,"You wouldn't have these options once you move across the country, so work hard while you are here.","98,180,71,121",98,A
12918,"You wouldn't have these options once you move across the country, so work hard while you are here.","40,213,99,158",99,C
12919,"You wouldn't have these options once you move across the country, so work hard while you are here.","100,36,236,157",100,A
12920,"You wouldn't have these options once you move across the country, so work hard while you are here.","82,65,253,102",102,D
12921,"You wouldn't have these options once you move across the country, so work hard while you are here.","103,5,280,168",103,A
12922,"You wouldn't have these options once you move across the country, so work hard while you are here.","210,104,154,28",104,B
12923,"You wouldn't have these options once you move across the country, so work hard while you are here.","46,59,61,105",105,D
12924,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","237,282,62,96",96,D
12925,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","285,319,94,32",94,C
12926,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","182,95,55,145",95,B
12927,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","65,282,97,310",97,C
12928,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","190,31,98,298",98,C
12929,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","99,147,254,256",99,A
12930,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","162,179,100,55",100,C
12931,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","266,101,200,287",101,B
12932,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","103,155,203,151",103,A
12933,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","104,293,182,84",104,A
12934,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","223,105,157,206",105,B
12935,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"51,239,140,96",96,D
12936,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"47,110,94,319",94,C
12937,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"291,156,95,327",95,C
12938,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"143,80,97,306",97,C
12939,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"306,237,72,98",98,D
12940,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"69,155,99,253",99,C
12941,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"100,24,260,126",100,A
12942,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"54,101,236,306",101,B
12943,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"69,246,40,102",102,D
12944,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"246,41,104,76",104,C
12945,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"105,171,279,197",105,A
12946,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"307,239,96,259",96,C
12947,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"21,94,227,32",94,B
12948,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"154,279,95,77",95,C
12949,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"97,60,337,226",97,A
12950,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"98,189,186,273",98,A
12951,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"99,123,80,125",99,A
12952,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"143,100,47,293",100,B
12953,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"276,287,101,166",101,C
12954,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"195,175,102,83",102,C
12955,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"103,231,245,272",103,A
12956,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"276,14,34,105",105,D
12957,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"338,275,96,329",96,C
12958,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"243,2,75,94",94,D
12959,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"193,95,47,3",95,B
12960,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"234,97,184,34",97,B
12961,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"98,233,323,35",98,A
12962,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"17,99,176,262",99,B
12963,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"187,262,147,100",100,D
12964,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"290,157,330,101",101,D
12965,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"253,63,203,102",102,D
12966,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"103,293,177,55",103,A
12967,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"292,155,310,104",104,D
12968,"I have had a great time in college, but tomorrow I will be graduating.","94,191,157,108",94,A
12969,"I have had a great time in college, but tomorrow I will be graduating.","95,201,295,17",95,A
12970,"I have had a great time in college, but tomorrow I will be graduating.","277,96,316,249",96,B
12971,"I have had a great time in college, but tomorrow I will be graduating.","150,338,97,98",98,D
12972,"I have had a great time in college, but tomorrow I will be graduating.","143,99,267,128",99,B
12973,"I have had a great time in college, but tomorrow I will be graduating.","100,303,23,222",100,A
12974,"I have had a great time in college, but tomorrow I will be graduating.","331,101,187,296",101,B
12975,"I have had a great time in college, but tomorrow I will be graduating.","35,233,102,37",102,C
12976,"I have had a great time in college, but tomorrow I will be graduating.","198,103,7,76",103,B
12977,"I have had a great time in college, but tomorrow I will be graduating.","291,104,146,250",104,B
12978,"I have had a great time in college, but tomorrow I will be graduating.","105,75,310,33",105,A
12979,"It was a fantastic vacation, but all good things come to an end.","302,167,327,97",97,D
12980,"It was a fantastic vacation, but all good things come to an end.","95,252,147,203",95,A
12981,"It was a fantastic vacation, but all good things come to an end.","96,314,211,267",96,A
12982,"It was a fantastic vacation, but all good things come to an end.","62,240,0,98",98,D
12983,"It was a fantastic vacation, but all good things come to an end.","9,14,139,99",99,D
12984,"It was a fantastic vacation, but all good things come to an end.","31,100,28,240",100,B
12985,"It was a fantastic vacation, but all good things come to an end.","212,101,276,288",101,B
12986,"It was a fantastic vacation, but all good things come to an end.","102,247,217,168",102,A
12987,"It was a fantastic vacation, but all good things come to an end.","30,103,165,265",103,B
12988,"It was a fantastic vacation, but all good things come to an end.","12,322,143,104",104,D
12989,"It was a fantastic vacation, but all good things come to an end.","105,117,71,211",105,A
12990,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","97,22,11,14",97,A
12991,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","94,11,149,23",94,A
12992,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","96,283,230,234",96,A
12993,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","169,135,98,307",98,C
12994,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","140,99,271,303",99,B
12995,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","27,240,100,63",100,C
12996,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","197,189,101,13",101,C
12997,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","228,296,232,102",102,D
12998,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","16,321,335,103",103,D
12999,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","104,232,212,113",104,A
13000,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","77,105,335,222",105,B
13001,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","97,66,309,30",97,A
13002,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","293,164,94,219",94,C
13003,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","282,129,95,90",95,C
13004,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","36,8,98,90",98,C
13005,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","190,134,231,99",99,D
13006,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","100,151,177,30",100,A
13007,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","101,81,273,88",101,A
13008,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","145,102,227,318",102,B
13009,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","74,103,87,318",103,B
13010,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","34,122,104,79",104,C
13011,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","200,298,278,105",105,D
13012,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"164,97,274,167",97,B
13013,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"42,153,226,94",94,D
13014,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"95,314,140,2",95,A
13015,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"96,238,5,93",96,A
13016,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"99,237,70,55",99,A
13017,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"304,107,100,270",100,C
13018,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"50,101,322,112",101,B
13019,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"305,102,179,184",102,B
13020,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"329,255,103,133",103,C
13021,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"104,167,114,231",104,A
13022,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"121,105,296,142",105,B
13023,"But before he knew it, he had already finished the delicious meal.","83,338,97,297",97,C
13024,"But before he knew it, he had already finished the delicious meal.","1,31,94,190",94,C
13025,"But before he knew it, he had already finished the delicious meal.","106,190,11,95",95,D
13026,"But before he knew it, he had already finished the delicious meal.","96,162,245,176",96,A
13027,"But before he knew it, he had already finished the delicious meal.","168,144,36,98",98,D
13028,"But before he knew it, he had already finished the delicious meal.","64,100,232,182",100,B
13029,"But before he knew it, he had already finished the delicious meal.","171,44,101,276",101,C
13030,"But before he knew it, he had already finished the delicious meal.","25,66,177,102",102,D
13031,"But before he knew it, he had already finished the delicious meal.","293,103,291,275",103,B
13032,"But before he knew it, he had already finished the delicious meal.","37,40,141,104",104,D
13033,"But before he knew it, he had already finished the delicious meal.","105,234,49,108",105,A
13034,"Your 20s are the best time of your life, enjoy it while it lasts.","22,319,85,97",97,D
13035,"Your 20s are the best time of your life, enjoy it while it lasts.","198,94,325,11",94,B
13036,"Your 20s are the best time of your life, enjoy it while it lasts.","198,95,274,29",95,B
13037,"Your 20s are the best time of your life, enjoy it while it lasts.","88,96,159,184",96,B
13038,"Your 20s are the best time of your life, enjoy it while it lasts.","179,108,234,98",98,D
13039,"Your 20s are the best time of your life, enjoy it while it lasts.","99,153,44,1",99,A
13040,"Your 20s are the best time of your life, enjoy it while it lasts.","49,101,243,144",101,B
13041,"Your 20s are the best time of your life, enjoy it while it lasts.","173,208,102,230",102,C
13042,"Your 20s are the best time of your life, enjoy it while it lasts.","74,65,103,331",103,C
13043,"Your 20s are the best time of your life, enjoy it while it lasts.","2,77,226,104",104,D
13044,"Your 20s are the best time of your life, enjoy it while it lasts.","174,332,105,253",105,C
13045,"You wouldn't have these options once you move across the country, so work hard while you are here.","308,175,137,97",97,D
13046,"You wouldn't have these options once you move across the country, so work hard while you are here.","325,169,94,267",94,C
13047,"You wouldn't have these options once you move across the country, so work hard while you are here.","20,266,95,153",95,C
13048,"You wouldn't have these options once you move across the country, so work hard while you are here.","96,152,272,57",96,A
13049,"You wouldn't have these options once you move across the country, so work hard while you are here.","230,209,98,108",98,C
13050,"You wouldn't have these options once you move across the country, so work hard while you are here.","289,286,99,337",99,C
13051,"You wouldn't have these options once you move across the country, so work hard while you are here.","59,100,52,283",100,B
13052,"You wouldn't have these options once you move across the country, so work hard while you are here.","170,138,102,154",102,C
13053,"You wouldn't have these options once you move across the country, so work hard while you are here.","17,304,103,72",103,C
13054,"You wouldn't have these options once you move across the country, so work hard while you are here.","35,104,37,124",104,B
13055,"You wouldn't have these options once you move across the country, so work hard while you are here.","116,67,295,105",105,D
13056,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","73,97,262,308",97,B
13057,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","200,264,22,94",94,D
13058,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","95,211,291,13",95,A
13059,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","330,70,106,96",96,D
13060,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","195,9,234,98",98,D
13061,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","241,135,99,118",99,C
13062,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","238,29,100,1",100,C
13063,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","101,200,328,114",101,A
13064,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","103,286,79,2",103,A
13065,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","104,268,284,336",104,A
13066,"When the season changes, we won't have access to such delicious mangoes. So, devour them.","115,152,31,105",105,D
13067,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"97,222,86,282",97,A
13068,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"211,94,290,129",94,B
13069,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"171,87,95,108",95,C
13070,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"96,117,156,228",96,A
13071,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"246,194,337,98",98,D
13072,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"99,265,232,149",99,A
13073,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"318,100,34,168",100,B
13074,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"72,101,17,338",101,B
13075,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"218,275,102,63",102,C
13076,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"122,202,104,114",104,C
13077,Enjoy the honeymoon period of your marriage as much as you can before it passes.,"13,105,229,230",105,B
13078,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"304,97,201,90",97,B
13079,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"159,163,214,94",94,D
13080,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"262,213,95,59",95,C
13081,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"47,37,96,57",96,C
13082,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"21,37,221,98",98,D
13083,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"230,189,285,99",99,D
13084,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"122,15,151,100",100,D
13085,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"37,245,198,101",101,D
13086,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"131,2,102,80",102,C
13087,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"303,162,84,103",103,D
13088,Don't consider work or stress when on vacation. Have fun; you'll only be gone for a week.,"234,14,336,105",105,D
13089,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"150,32,9,97",97,D
13090,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"288,180,94,116",94,C
13091,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"171,245,289,95",95,D
13092,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"135,13,96,45",96,C
13093,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"59,169,296,98",98,D
13094,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"205,14,99,336",99,C
13095,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"100,154,116,208",100,A
13096,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"101,330,292,239",101,A
13097,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"297,102,270,129",102,B
13098,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"239,103,288,199",103,B
13099,Be thankful for the sunshine this summer because it only appears briefly during the winter.,"104,156,93,213",104,A
13100,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"143,259,131,94",94,D
13101,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"247,95,163,236",95,B
13102,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"231,44,262,96",96,D
13103,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"316,286,192,97",97,D
13104,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"180,99,321,164",99,B
13105,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"37,28,174,100",100,D
13106,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"156,157,101,12",101,C
13107,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"65,102,125,126",102,B
13108,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"68,284,274,103",103,D
13109,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"63,200,104,316",104,C
13110,I wish the TV show never ended. It was so good but unfortunately the writers thought to end it at a high point.,"105,295,55,160",105,A
13111,"It was a fantastic vacation, but all good things come to an end.","127,31,98,146",98,C
13112,"It was a fantastic vacation, but all good things come to an end.","90,95,311,156",95,B
13113,"It was a fantastic vacation, but all good things come to an end.","96,60,321,44",96,A
13114,"It was a fantastic vacation, but all good things come to an end.","110,25,216,97",97,D
13115,"It was a fantastic vacation, but all good things come to an end.","299,99,276,185",99,B
13116,"It was a fantastic vacation, but all good things come to an end.","100,287,227,129",100,A
13117,"It was a fantastic vacation, but all good things come to an end.","245,333,232,101",101,D
13118,"It was a fantastic vacation, but all good things come to an end.","102,306,228,142",102,A
13119,"It was a fantastic vacation, but all good things come to an end.","248,86,263,103",103,D
13120,"It was a fantastic vacation, but all good things come to an end.","216,104,2,330",104,B
13121,"It was a fantastic vacation, but all good things come to an end.","27,105,78,288",105,B
13122,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","89,205,266,98",98,D
13123,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","174,333,94,223",94,C
13124,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","303,238,96,253",96,C
13125,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","97,136,58,247",97,A
13126,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","132,285,99,122",99,C
13127,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","246,305,100,292",100,C
13128,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","311,143,151,101",101,D
13129,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","167,75,31,102",102,D
13130,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","220,245,204,103",103,D
13131,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","104,334,84,127",104,A
13132,"Sachin is said to be the best cricketer in the world, but like every other player, he had to retire.","193,333,205,105",105,D
13133,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","98,144,266,175",98,A
13134,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","94,268,144,37",94,A
13135,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","59,309,298,95",95,D
13136,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","211,256,97,39",97,C
13137,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","130,99,253,89",99,B
13138,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","100,4,316,207",100,A
13139,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","82,101,165,188",101,B
13140,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","337,102,298,225",102,B
13141,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","123,291,65,103",103,D
13142,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","211,255,104,313",104,C
13143,"While the president was immensely popular, he nevertheless had to step down at the conclusion of his term per the rules of the constitution.","244,27,303,105",105,D
13144,"I have had a great time in college, but tomorrow I will be graduating.","116,98,80,183",98,B
13145,"I have had a great time in college, but tomorrow I will be graduating.","55,16,177,94",94,D
13146,"I have had a great time in college, but tomorrow I will be graduating.","272,225,95,249",95,C
13147,"I have had a great time in college, but tomorrow I will be graduating.","96,194,283,311",96,A
13148,"I have had a great time in college, but tomorrow I will be graduating.","99,65,151,59",99,A
13149,"I have had a great time in college, but tomorrow I will be graduating.","110,100,207,287",100,B
13150,"I have had a great time in college, but tomorrow I will be graduating.","101,281,21,156",101,A
13151,"I have had a great time in college, but tomorrow I will be graduating.","137,14,5,102",102,D
13152,"I have had a great time in college, but tomorrow I will be graduating.","129,58,54,103",103,D
13153,"I have had a great time in college, but tomorrow I will be graduating.","324,116,104,289",104,C
13154,"I have had a great time in college, but tomorrow I will be graduating.","105,48,50,287",105,A
13155,"But before he knew it, he had already finished the delicious meal.","320,40,98,107",98,C
13156,"But before he knew it, he had already finished the delicious meal.","120,44,325,94",94,D
13157,"But before he knew it, he had already finished the delicious meal.","323,31,95,329",95,C
13158,"But before he knew it, he had already finished the delicious meal.","62,206,96,257",96,C
13159,"But before he knew it, he had already finished the delicious meal.","97,310,322,292",97,A
13160,"But before he knew it, he had already finished the delicious meal.","100,332,270,37",100,A
13161,"But before he knew it, he had already finished the delicious meal.","224,101,69,245",101,B
13162,"But before he knew it, he had already finished the delicious meal.","102,8,16,134",102,A
13163,"But before he knew it, he had already finished the delicious meal.","176,328,103,185",103,C
13164,"But before he knew it, he had already finished the delicious meal.","104,232,5,87",104,A
13165,"But before he knew it, he had already finished the delicious meal.","311,248,185,105",105,D
13166,"Your 20s are the best time of your life, enjoy it while it lasts.","283,98,17,61",98,B
